164 0
165 0
167 0
167 0
163 0
166 0
167 0
164 0
165 0
165 0
167 0
165 0
166 0
168 0
167 0
164 0
165 0
169 0
165 0
165 0
168 0
169 0
165 0
165 0
169 0
168 0
164 0
165 0
169 0
167 0
165 0
163 0
169 0
167 0
163 0
168 0
167 0
164 0
165 0
169 0
167 0
164 0
166 0
167 0
164 0
166 0
170 0
190 0
262 0
345 0
398 0
423 0
439 0
444 0
450 0
460 0
465 0
467 0
467 0
467 0
466 0
464 0
465 0
465 0
459 0
461 0
462 0
459 0
454 0
457 0
455 0
454 0
449 0
452 0
450 0
445 0
446 0
447 0
441 0
441 0
442 0
439 0
436 0
435 0
433 0
432 0
429 0
430 0
427 0
428 0
426 0
424 0
422 0
423 0
420 0
419 0
417 0
418 0
414 0
413 0
412 0
413 0
407 0
408 0
408 0
407 0
400 0
404 0
403 0
399 0
396 0
399 0
397 0
393 0
394 0
396 0
389 0
388 0
388 0
386 0
386 0
384 0
382 0
380 0
380 0
377 0
376 0
375 0
374 0
372 0
373 0
372 0
367 0
367 0
368 0
367 0
362 0
365 0
362 0
359 0
359 0
359 0
358 0
354 0
354 0
354 0
354 0
348 0
350 0
349 0
349 0
348 0
346 0
346 0
344 0
341 0
343 0
343 0
340 0
338 0
340 0
338 0
336 0
334 0
337 0
335 0
331 0
333 0
334 0
329 0
326 0
331 0
329 0
324 0
325 0
326 0
323 0
321 0
323 0
321 0
318 0
317 0
319 0
316 0
313 0
315 0
315 0
312 0
311 0
311 0
310 0
307 0
308 0
307 0
304 0
305 0
306 0
302 0
303 0
305 0
301 0
299 0
301 0
301 0
295 0
298 0
301 0
295 0
293 0
297 0
295 0
290 0
293 0
292 0
290 0
289 0
288 0
290 0
285 0
287 0
286 0
284 0
283 0
285 0
280 0
282 0
281 0
279 0
279 0
278 0
277 0
277 0
275 0
276 0
271 0
272 0
273 0
275 0
269 0
270 0
273 0
270 0
265 0
268 0
268 0
264 0
264 0
267 0
264 0
263 0
263 0
264 0
260 0
262 0
261 0
260 0
259 0
259 0
256 0
257 0
258 0
254 0
256 0
255 0
252 0
253 0
252 0
254 0
250 0
250 0
249 0
252 0
247 0
249 0
249 0
246 0
246 0
245 0
249 0
244 0
244 0
246 0
246 0
242 0
242 0
246 0
243 0
241 0
240 0
242 0
242 0
237 0
241 0
241 0
239 0
235 0
238 0
240 0
234 0
234 0
239 0
235 0
232 0
236 0
236 0
231 0
233 0
235 0
233 0
230 0
232 0
231 0
232 0
231 0
231 0
229 0
230 0
230 0
227 0
229 0
231 0
226 0
227 0
229 0
227 0
224 0
226 0
226 0
225 0
223 0
225 0
226 0
222 0
222 0
223 0
224 0
219 0
223 0
222 0
220 0
219 0
221 0
222 0
217 0
219 0
220 0
217 0
218 0
218 0
217 0
215 0
218 0
214 0
215 0
214 0
216 0
214 0
215 0
214 0
213 0
212 0
214 0
213 0
211 0
211 0
213 0
210 0
210 0
211 0
213 0
208 0
209 0
212 0
211 0
