Sample    Real    Imaginary   Mod
825 -824.144 -29.2585 824.664
826 -829.438 87.8241 834.075
827 -819.408 204.218 844.473
828 -794.527 318.119 855.847
829 -755.418 427.883 868.182
830 -702.804 532.013 881.46
831 -637.477 629.139 895.652
832 -560.28 717.989 910.726
833 -472.098 797.355 926.635
834 -373.867 866.071 943.321
835 -266.599 922.982 960.714
836 -151.406 966.942 978.724
837 -29.5442 996.812 997.25
838 97.5502 1011.48 1016.17
839 228.226 1009.9 1035.36
840 360.591 991.12 1054.68
841 492.496 954.388 1073.97
842 621.54 899.18 1093.09
843 745.095 825.295 1111.88
844 860.346 732.925 1130.21
845 964.362 622.723 1147.95
846 1054.18 495.852 1164.97
847 1126.9 354.02 1181.2
848 1179.82 199.496 1196.56
849 1210.51 35.0882 1211.02
850 1216.99 -135.895 1224.56
851 1197.8 -309.715 1237.19
852 1152.1 -482.302 1248.98
853 1079.76 -649.371 1259.99
854 981.417 -806.562 1270.32
855 858.468 -949.583 1280.11
856 713.083 -1074.37 1289.48
857 548.155 -1177.23 1298.59
858 367.22 -1254.97 1307.59
859 174.362 -1305.05 1316.65
860 -25.9232 -1325.65 1325.9
861 -228.867 -1315.72 1335.48
862 -429.586 -1275.1 1345.52
863 -623.239 -1204.4 1356.1
864 -805.182 -1105.08 1367.3
865 -971.111 -979.32 1379.18
866 -1117.18 -829.978 1391.75
867 -1240.12 -660.446 1405.02
868 -1337.28 -474.546 1418.98
869 -1406.71 -276.396 1433.61
870 -1447.14 -70.2763 1448.85
871 -1458 139.494 1464.66
872 -1439.36 348.672 1480.99
873 -1391.9 553.19 1497.8
874 -1316.81 749.232 1515.04
875 -1215.74 933.29 1532.67
876 -1090.72 1102.2 1550.65
877 -944.063 1253.15 1568.96
878 -778.317 1383.71 1587.58
879 -596.213 1491.76 1606.49
880 -400.617 1575.52 1625.66
881 -194.509 1633.53 1645.07
882 19.0291 1664.6 1664.7
883 236.812 1667.79 1684.52
884 455.546 1642.48 1704.48
885 671.815 1588.3 1724.54
886 882.08 1505.23 1744.64
887 1082.68 1393.59 1764.73
888 1269.83 1254.11 1784.73
889 1439.7 1088.01 1804.58
890 1588.43 897.039 1824.22
891 1712.19 683.532 1843.59
892 1807.35 450.451 1862.64
893 1870.54 201.414 1881.35
894 1898.77 -59.3115 1899.69
895 1889.63 -326.841 1917.69
896 1841.39 -595.74 1935.36
897 1753.13 -860.122 1952.76
898 1624.88 -1113.79 1969.96
899 1457.7 -1350.38 1987.06
900 1253.74 -1563.58 2004.16
901 1016.25 -1747.33 2021.37
902 749.598 -1896.01 2038.81
903 459.136 -2004.7 2056.61
904 151.14 -2069.35 2074.86
905 -167.377 -2086.95 2093.65
906 -488.857 -2055.71 2113.03
907 -805.419 -1975.15 2133.05
908 -1109.12 -1846.15 2153.7
909 -1392.19 -1670.96 2174.93
910 -1647.32 -1453.17 2196.67
911 -1867.87 -1197.56 2218.8
912 -2048.13 -910.018 2241.2
913 -2183.45 -597.303 2263.68
914 -2270.43 -266.844 2286.06
915 -2306.97 73.5082 2308.14
916 -2292.34 415.731 2329.73
917 -2227.13 751.885 2350.63
918 -2113.23 1074.35 2370.65
919 -1953.7 1376.03 2389.65
920 -1752.6 1650.56 2407.48
921 -1514.87 1892.42 2424.06
922 -1246.08 2097.04 2439.32
923 -952.278 2260.88 2453.25
924 -639.781 2381.4 2465.85
925 -314.986 2457.08 2477.18
926 15.7751 2487.29 2487.34
927 346.374 2472.31 2496.45
928 670.981 2413.12 2504.66
929 984.133 2311.36 2512.15
930 1280.77 2169.21 2519.1
931 1556.24 1989.3 2525.71
932 1806.29 1774.62 2532.19
933 2027.06 1528.48 2538.74
934 2215.01 1254.48 2545.58
935 2366.94 956.481 2552.89
936 2479.96 638.647 2560.87
937 2551.48 305.451 2569.7
938 2579.27 -38.2845 2579.55
939 2561.48 -387.363 2590.6
940 2496.73 -736.187 2603.01
941 2384.25 -1078.77 2616.94
942 2223.92 -1408.74 2632.56
943 2016.46 -1719.45 2650.02
944 1763.53 -2004.02 2669.48
945 1467.86 -2255.53 2691.1
946 1133.31 -2467.17 2715.01
947 764.916 -2632.45 2741.33
948 368.953 -2745.48 2770.16
949 -47.1701 -2801.15 2801.55
950 -474.984 -2795.45 2835.51
951 -905.131 -2725.65 2872.01
952 -1327.58 -2590.58 2910.94
953 -1731.91 -2390.71 2952.12
954 -2107.61 -2128.36 2995.32
955 -2444.43 -1807.66 3040.21
956 -2732.74 -1434.6 3086.41
957 -2963.88 -1016.87 3133.47
958 -3130.53 -563.725 3180.88
959 -3226.96 -85.7049 3228.1
960 -3249.31 405.656 3274.53
961 -3195.76 898.199 3319.59
962 -3066.65 1379.54 3362.66
963 -2864.47 1837.47 3403.16
964 -2593.82 2260.39 3440.53
965 -2261.23 2637.67 3474.26
966 -1874.98 2960 3503.88
967 -1444.73 3219.73 3529.01
968 -981.274 3411 3549.34
969 -496.057 3529.97 3564.65
970 -0.854002 3574.83 3574.83
971 492.653 3545.79 3579.85
972 973.232 3444.96 3579.79
973 1430.43 3276.18 3574.84
974 1854.83 3044.81 3565.28
975 2238.29 2757.4 3551.5
976 2574.03 2421.45 3533.98
977 2856.72 2045.04 3513.27
978 3082.46 1636.62 3490
979 3248.73 1204.64 3464.88
980 3354.2 757.407 3438.65
981 3398.65 302.901 3412.12
982 3382.73 -151.365 3386.11
983 3307.8 -598.372 3361.48
984 3175.75 -1031.6 3339.1
985 2988.87 -1444.97 3319.83
986 2749.75 -1832.78 3304.57
987 2461.22 -2189.54 3294.19
988 2126.37 -2509.94 3289.57
989 1748.6 -2788.69 3291.56
990 1331.71 -3020.47 3301.02
991 880.091 -3199.93 3318.75
992 398.823 -3321.7 3345.56
993 -106.105 -3380.5 3382.17
994 -627.665 -3371.3 3429.23
995 -1157.68 -3289.56 3487.32
996 -1686.74 -3131.5 3556.88
997 -2204.26 -2894.45 3638.21
998 -2698.51 -2577.14 3731.44
999 -3156.88 -2180.11 3836.51
1000 -3566.11 -1705.97 3953.16
1001 -3912.69 -1159.71 4080.94
1002 -4183.31 -548.842 4219.16
1003 -4365.41 116.46 4366.97
1004 -4447.7 823.419 4523.28
1005 -4420.78 1556.79 4686.88
1006 -4277.65 2299.16 4856.38
1007 -4014.29 3031.35 5030.27
1008 -3630.04 3732.95 5206.92
1009 -3127.94 4382.98 5384.65
1010 -2514.94 4960.61 5561.71
1011 -1801.92 5445.95 5736.31
1012 -1003.58 5820.81 5906.69
1013 -138.107 6069.5 6071.07
1014 773.231 6179.56 6227.75
1015 1706.74 6142.37 6375.08
1016 2637.06 5953.61 6511.49
1017 3537.94 5613.68 6635.54
1018 4383.27 5127.78 6745.9
1019 5147.92 4505.92 6841.38
1020 5808.75 3762.7 6920.94
1021 6345.44 2916.85 6983.74
1022 6741.3 1990.71 7029.09
1023 6983.93 1009.4 7056.5
