Sample    Real    Imaginary   Mod
525 2.05268e-12 4.8125e-12 5.23198e-12
526 -1.0751e-11 -1.26122e-12 1.08247e-11
527 -1.64749e-12 8.45394e-12 8.61298e-12
528 3.91612e-12 7.62519e-14 3.91686e-12
529 -5.57029e-12 4.55536e-12 7.19579e-12
530 -2.24192e-12 1.94915e-12 2.97076e-12
531 5.45452e-13 -1.68589e-12 1.77193e-12
532 -5.96657e-13 5.61259e-12 5.64421e-12
533 -4.07419e-13 1.16365e-11 1.16436e-11
534 -2.56028e-13 -1.07986e-11 1.08016e-11
535 -3.00555e-13 -1.09967e-12 1.14e-12
536 -2.38218e-13 -2.9717e-12 2.98124e-12
537 -8.03706e-13 -7.12427e-13 1.07401e-12
538 1.50945e-12 7.16323e-12 7.32054e-12
539 8.9276e-13 1.92745e-12 2.12416e-12
540 1.10871e-12 -8.18734e-13 1.37825e-12
541 1.51168e-12 -2.97466e-12 3.33673e-12
542 9.08344e-13 5.90897e-12 5.97838e-12
543 -1.22894e-12 -1.11411e-11 1.12087e-11
544 1.38701e-12 -2.46149e-12 2.82537e-12
545 1.51391e-13 -6.66787e-13 6.83757e-13
546 -5.56583e-14 -1.47995e-12 1.481e-12
547 3.30165e-12 1.07426e-11 1.12385e-11
548 -1.2178e-12 -3.95313e-12 4.13646e-12
549 -1.78329e-12 1.71845e-12 2.47653e-12
550 -9.72908e-13 7.83669e-13 1.24927e-12
551 -8.14838e-13 2.61205e-12 2.73619e-12
552 -3.14804e-12 -4.00016e-12 5.09033e-12
553 -2.07049e-12 1.21243e-11 1.22999e-11
554 1.14434e-12 4.96333e-12 5.09354e-12
555 -2.49572e-12 8.68882e-12 9.04015e-12
556 5.79069e-12 -7.79857e-12 9.71338e-12
557 -3.8382e-12 -1.04947e-11 1.11745e-11
558 -8.6827e-13 -2.28283e-12 2.44237e-12
559 9.43965e-13 -3.86714e-12 3.98068e-12
560 -3.57104e-12 -6.61221e-13 3.63174e-12
561 -1.08289e-11 3.66566e-12 1.14325e-11
562 5.08717e-12 8.50459e-13 5.15777e-12
563 -1.42263e-12 3.12688e-12 3.4353e-12
564 -6.63447e-13 -1.28571e-13 6.7579e-13
565 -4.68643e-12 1.52838e-12 4.92936e-12
566 -3.61111e-12 -2.4709e-11 2.49714e-11
567 -7.23558e-13 1.39035e-12 1.56735e-12
568 7.37807e-12 1.15441e-11 1.37004e-11
569 -1.41817e-12 3.05453e-12 3.36769e-12
570 4.45267e-12 1.18118e-11 1.26232e-11
571 2.40889e-12 1.22337e-12 2.70174e-12
572 2.73394e-12 1.08022e-11 1.11428e-11
573 1.52704e-11 -1.5335e-11 2.16413e-11
574 -5.70832e-12 4.31575e-12 7.15616e-12
575 -3.42187e-12 6.10294e-12 6.99679e-12
576 1.05217e-11 1.55398e-12 1.06358e-11
577 4.62409e-12 -5.44672e-12 7.14486e-12
578 5.48791e-12 9.88492e-12 1.13061e-11
579 3.23709e-12 -9.52871e-13 3.37442e-12
580 -1.64504e-11 2.56607e-11 3.04809e-11
581 -2.52689e-12 1.48496e-12 2.93092e-12
582 -1.22448e-12 -1.80389e-12 2.18022e-12
583 4.52391e-12 -1.76882e-12 4.85742e-12
584 7.08197e-12 9.54429e-12 1.18848e-11
585 8.12612e-13 -4.8189e-12 4.88693e-12
586 2.26863e-12 1.95695e-12 2.99605e-12
587 -8.57361e-12 -2.0716e-12 8.82033e-12
588 1.93691e-13 -3.92391e-12 3.92869e-12
589 2.70054e-12 3.45082e-12 4.3819e-12
590 -5.43225e-13 -3.93838e-12 3.97567e-12
591 5.0894e-12 1.49164e-12 5.30349e-12
592 -1.20445e-12 -8.72723e-13 1.48739e-12
593 9.73063e-11 3.05175e-11 1.0198e-10
594 3.73356e-12 -3.35286e-12 5.01808e-12
595 7.07974e-13 7.18438e-12 7.21918e-12
596 -7.79217e-14 -1.01076e-12 1.01375e-12
597 1.30908e-12 -5.1317e-13 1.40607e-12
598 2.03709e-12 1.2345e-12 2.38196e-12
599 -7.21332e-13 7.22111e-12 7.25705e-12
600 4.14321e-12 6.29941e-12 7.53981e-12
601 -6.679e-15 4.53059e-13 4.53108e-13
602 -7.56953e-14 -2.80963e-12 2.81065e-12
603 -9.91609e-12 6.70572e-12 1.19706e-11
604 4.89793e-14 -2.19294e-12 2.19349e-12
605 -1.68756e-12 -3.86046e-12 4.2132e-12
606 4.33022e-12 3.96733e-12 5.87286e-12
607 -9.86266e-13 3.08458e-12 3.23842e-12
608 7.90348e-13 8.13725e-13 1.13437e-12
609 -4.65304e-13 -9.70681e-13 1.07644e-12
610 -1.76526e-11 2.24581e-11 2.85654e-11
611 2.03264e-12 3.14247e-12 3.74256e-12
612 -2.1444e-11 1.35695e-11 2.53767e-11
613 6.85711e-13 1.51613e-12 1.66399e-12
614 2.5959e-12 -2.70611e-12 3.7499e-12
615 -9.64002e-13 6.98512e-12 7.05133e-12
616 1.29439e-11 -6.93948e-12 1.46868e-11
617 -5.14283e-13 1.38456e-11 1.38551e-11
618 3.34618e-12 9.5621e-12 1.01307e-11
619 -8.54912e-13 9.60663e-13 1.28598e-12
620 -2.04155e-12 -1.52281e-12 2.54693e-12
621 1.20222e-13 -3.48421e-13 3.68579e-13
622 2.93876e-13 8.21517e-12 8.22042e-12
623 -2.62485e-12 -6.79254e-12 7.28206e-12
624 1.72318e-12 2.28088e-12 2.85863e-12
625 -3.49534e-13 -4.30795e-13 5.5476e-13
626 -2.00593e-12 9.15023e-12 9.36752e-12
627 4.63077e-13 -7.84448e-12 7.85814e-12
628 -1.83895e-12 -2.65045e-12 3.22593e-12
629 1.73431e-12 -8.6827e-13 1.93952e-12
630 8.00367e-12 2.60592e-12 8.41722e-12
631 -1.28571e-11 -4.35693e-12 1.35752e-11
632 -4.96695e-12 -5.23745e-12 7.21813e-12
633 1.16972e-11 -3.62224e-12 1.22452e-11
634 1.31576e-12 -3.85044e-12 4.06905e-12
635 -2.56696e-12 8.98771e-12 9.34709e-12
636 -1.80333e-13 -8.20404e-13 8.39989e-13
637 1.22894e-12 -2.33542e-12 2.63903e-12
638 8.83854e-13 1.69424e-12 1.91093e-12
639 -3.69571e-13 3.60666e-13 5.16394e-13
640 -9.50644e-13 1.43376e-12 1.72029e-12
641 5.69719e-12 1.54485e-11 1.64656e-11
642 -3.54655e-12 4.39478e-12 5.64731e-12
643 2.55138e-12 1.50322e-11 1.52472e-11
644 3.46417e-12 5.97548e-12 6.90701e-12
645 4.79107e-12 -8.5135e-12 9.76903e-12
646 2.5113e-12 1.71428e-12 3.04062e-12
647 1.63858e-12 -4.96472e-13 1.71214e-12
648 -2.34433e-12 8.07714e-12 8.41047e-12
649 -6.52316e-13 4.19664e-12 4.24703e-12
650 -1.50945e-12 -3.89608e-12 4.17827e-12
651 2.44451e-12 -1.02411e-13 2.44666e-12
652 2.19071e-12 -3.54432e-12 4.16671e-12
653 -5.60813e-12 -1.24675e-13 5.60952e-12
654 5.71722e-12 1.78619e-11 1.87545e-11
655 8.02593e-12 -5.43225e-13 8.04429e-12
656 6.83707e-12 -2.10166e-12 7.1528e-12
657 -3.51761e-12 1.72318e-12 3.917e-12
658 6.17362e-12 4.68643e-12 7.75089e-12
659 -7.61406e-13 3.38403e-12 3.46863e-12
660 -9.5955e-12 -1.55843e-12 9.72123e-12
661 5.90869e-12 -2.83857e-12 6.55516e-12
662 -3.91835e-12 8.98993e-12 9.80675e-12
663 4.81333e-12 1.43376e-12 5.02233e-12
664 -2.95657e-11 -2.64221e-11 3.96517e-11
665 1.53394e-12 5.54357e-13 1.63104e-12
666 6.01555e-12 7.33132e-12 9.48341e-12
667 5.00391e-11 2.43116e-11 5.56324e-11
668 -1.80979e-11 -4.21378e-11 4.58599e-11
669 1.93891e-11 -3.00132e-11 3.57314e-11
670 1.63569e-11 1.55153e-11 2.25449e-11
671 -9.84485e-12 -2.19516e-12 1.00866e-11
672 -5.7662e-13 9.54652e-12 9.56391e-12
673 -1.50055e-11 -1.50812e-11 2.12746e-11
674 4.91797e-12 9.86711e-12 1.10248e-11
675 -3.55523e-11 -2.4955e-11 4.34364e-11
676 1.01632e-11 -6.24932e-12 1.19308e-11
677 -8.30422e-13 7.53391e-12 7.57954e-12
678 9.23928e-12 3.27271e-12 9.80178e-12
679 1.385e-11 5.63708e-12 1.49532e-11
680 -3.89608e-12 1.60296e-13 3.89938e-12
681 6.50312e-12 8.46229e-12 1.06724e-11
682 3.68013e-12 8.04152e-12 8.8436e-12
683 -9.6044e-12 -8.52463e-12 1.28419e-11
684 1.29216e-11 8.30645e-12 1.53612e-11
685 -6.99069e-13 1.46871e-11 1.47037e-11
686 -3.03449e-12 1.6319e-12 3.44547e-12
687 -1.83361e-11 -4.71092e-12 1.89316e-11
688 7.70311e-13 7.77213e-12 7.81021e-12
689 -6.44078e-12 -1.3781e-12 6.58656e-12
690 9.43965e-12 -6.97733e-12 1.17384e-11
691 -5.97436e-12 5.46721e-11 5.49975e-11
692 -5.97436e-12 -2.82299e-12 6.60775e-12
693 1.24675e-12 8.38437e-12 8.47656e-12
694 -7.90348e-14 5.34097e-12 5.34156e-12
695 3.16919e-12 1.0722e-11 1.11806e-11
696 5.57062e-11 8.54734e-11 1.02024e-10
697 5.67158e-12 -7.64745e-12 9.52105e-12
698 5.31092e-12 -3.47753e-12 6.34816e-12
699 -1.09936e-11 -2.10811e-11 2.37755e-11
700 2.45787e-12 1.507e-11 1.52692e-11
701 -3.01e-12 -4.49274e-12 5.40785e-12
702 -9.24374e-12 7.34913e-12 1.18092e-11
703 -5.8675e-12 9.17917e-12 1.08943e-11
704 3.59108e-12 1.49365e-11 1.53621e-11
705 3.27271e-13 3.76028e-12 3.77449e-12
706 1.74322e-12 3.17475e-12 3.62186e-12
707 2.37683e-11 -4.24784e-12 2.41449e-11
708 -9.75357e-12 8.23075e-12 1.27623e-11
709 8.06934e-12 -1.66129e-11 1.8469e-11
710 -1.01855e-11 -2.57141e-12 1.0505e-11
711 1.02089e-11 9.55987e-12 1.39861e-11
712 -2.0312e-11 -5.71811e-11 6.06816e-11
713 8.34096e-12 -5.49682e-12 9.98932e-12
714 8.80181e-12 2.11568e-11 2.29147e-11
715 -1.16771e-12 2.82967e-12 3.06114e-12
716 2.45676e-12 -2.47791e-12 3.48937e-12
717 5.62149e-12 8.22407e-12 9.96176e-12
718 9.68455e-12 1.44489e-11 1.73943e-11
719 4.01152e-11 -1.87279e-11 4.42715e-11
720 -5.02929e-12 -4.96695e-12 7.06854e-12
721 3.0946e-12 -8.14393e-12 8.71207e-12
722 1.13331e-11 5.89978e-13 1.13485e-11
723 -1.39691e-11 3.10329e-11 3.4032e-11
724 2.38886e-12 -2.20184e-12 3.24881e-12
725 1.07276e-11 2.02819e-12 1.09176e-11
726 -6.03782e-12 -1.75435e-12 6.28752e-12
727 -1.7243e-12 -1.29573e-12 2.15687e-12
728 7.51944e-12 -1.90574e-12 7.75718e-12
729 7.22111e-12 -9.3506e-13 7.2814e-12
730 8.01257e-12 -1.50856e-11 1.70815e-11
731 -2.29869e-12 5.0983e-12 5.59255e-12
732 1.18218e-12 -2.37327e-12 2.65141e-12
733 -2.13327e-11 5.16153e-11 5.585e-11
734 5.00925e-13 -1.99702e-12 2.05889e-12
735 -1.15959e-11 1.72853e-11 2.08145e-11
736 -1.87346e-11 4.09668e-11 4.50473e-11
737 -3.52429e-12 -1.59628e-12 3.86894e-12
738 -8.88975e-12 1.13432e-11 1.44116e-11
739 3.87382e-12 -6.87046e-12 7.88732e-12
740 -8.90088e-12 1.43131e-11 1.6855e-11
741 -4.12651e-12 -5.29867e-13 4.16039e-12
742 -3.28162e-12 -1.81891e-11 1.84828e-11
743 9.4352e-12 -5.74394e-12 1.10461e-11
744 4.57845e-12 2.94099e-12 5.44166e-12
745 -4.42706e-12 -3.89831e-12 5.89879e-12
746 -3.91501e-12 3.79568e-11 3.81581e-11
747 1.4499e-11 7.102e-12 1.61449e-11
748 4.50265e-11 -3.36488e-11 5.62105e-11
749 -2.69386e-12 1.70537e-12 3.18829e-12
750 -1.00129e-12 1.42463e-11 1.42815e-11
751 3.71909e-12 5.47901e-12 6.62202e-12
752 -1.87413e-11 -2.04978e-11 2.7774e-11
753 1.4666e-12 -3.13468e-12 3.4608e-12
754 4.82112e-12 8.54689e-12 9.81288e-12
755 8.81628e-13 9.06118e-12 9.10396e-12
756 7.75599e-12 8.22407e-12 1.13045e-11
757 1.53394e-12 3.31501e-12 3.65271e-12
758 8.2263e-13 1.06085e-11 1.06403e-11
759 -5.24301e-12 1.1686e-11 1.28083e-11
760 -2.73728e-12 -5.56138e-12 6.19852e-12
761 2.01266e-11 1.37899e-11 2.43976e-11
762 1.746e-12 1.08645e-12 2.05643e-12
763 -8.86081e-12 -1.13498e-11 1.43991e-11
764 2.96715e-12 2.79182e-12 4.07409e-12
765 3.25267e-12 -3.82707e-12 5.02258e-12
766 3.61946e-12 -9.27268e-12 9.95405e-12
767 1.20211e-11 2.26641e-12 1.22329e-11
768 -1.70523e-11 8.34875e-13 1.70727e-11
769 2.29702e-12 -6.43633e-12 6.83393e-12
770 -1.26328e-11 -1.82225e-11 2.21731e-11
771 7.62129e-12 -2.63932e-11 2.74715e-11
772 -1.92021e-13 1.13766e-12 1.15375e-12
773 -6.97955e-13 3.42789e-11 3.4286e-11
774 -3.66955e-12 4.69311e-12 5.95742e-12
775 -8.93734e-12 3.48889e-11 3.60154e-11
776 1.2763e-11 -4.51723e-12 1.35388e-11
777 5.71166e-12 1.56556e-11 1.66649e-11
778 3.36012e-11 2.9608e-11 4.47848e-11
779 1.94467e-11 8.8096e-12 2.13491e-11
780 1.37253e-12 2.70054e-11 2.70403e-11
781 -1.25593e-12 7.19106e-13 1.44723e-12
782 4.42066e-12 9.23038e-12 1.02344e-11
783 -7.29697e-11 3.97334e-11 8.30862e-11
784 1.05581e-11 -3.35531e-11 3.5175e-11
785 5.07103e-12 -1.32845e-11 1.42195e-11
786 -3.65675e-13 4.20777e-13 5.57469e-13
787 -6.16722e-12 -1.01899e-11 1.19109e-11
788 -1.00725e-11 -5.52799e-12 1.14897e-11
789 -3.26642e-11 3.11108e-11 4.51091e-11
790 1.09079e-11 -1.01966e-11 1.49316e-11
791 -2.11507e-11 2.20541e-11 3.05571e-11
792 2.69303e-12 -2.34143e-11 2.35687e-11
793 -1.06363e-12 -4.64858e-12 4.76871e-12
794 -1.64938e-11 -4.54328e-11 4.83341e-11
795 8.3315e-12 4.49051e-12 9.46459e-12
796 5.28977e-12 3.82462e-11 3.86103e-11
797 1.92146e-11 6.27603e-12 2.02136e-11
798 1.66251e-12 1.67242e-11 1.68066e-11
799 8.97435e-12 4.92242e-12 1.02357e-11
800 -9.16414e-13 1.63302e-11 1.63558e-11
801 7.99003e-12 -6.38735e-12 1.02293e-11
802 1.13234e-11 8.4712e-12 1.41415e-11
803 7.08753e-12 3.66677e-12 7.97987e-12
804 -8.53242e-13 1.31576e-11 1.31853e-11
805 2.12643e-12 7.97027e-12 8.24906e-12
806 1.30544e-11 1.06819e-11 1.68677e-11
807 3.97734e-12 -8.62481e-12 9.49772e-12
808 3.65703e-12 -7.75877e-12 8.57744e-12
809 1.75955e-11 -1.17951e-11 2.11832e-11
810 1.17929e-11 1.6083e-11 1.99433e-11
811 4.69116e-12 -8.13279e-12 9.38879e-12
812 -1.66057e-12 8.33094e-12 8.49482e-12
813 7.49606e-12 -1.27858e-11 1.48212e-11
814 -3.5589e-11 5.61704e-12 3.60296e-11
815 1.65133e-11 -1.67042e-11 2.34887e-11
816 1.13877e-12 4.64636e-12 4.78387e-12
817 -8.37658e-13 1.05239e-11 1.05572e-11
818 7.32185e-12 8.6827e-14 7.32237e-12
819 1.27652e-11 -2.59234e-11 2.88959e-11
820 1.4283e-11 1.90619e-11 2.38193e-11
821 1.11066e-11 1.66174e-11 1.99873e-11
822 -5.91648e-13 1.8857e-12 1.97634e-12
823 9.40236e-12 7.24226e-12 1.18682e-11
824 2.01071e-11 -1.60942e-11 2.5755e-11
825 -1.92133e-12 1.22671e-12 2.27954e-12
826 2.51064e-11 -2.34411e-11 3.43484e-11
827 8.57528e-12 4.42372e-12 9.64908e-12
828 1.92366e-11 -9.14578e-12 2.13001e-11
829 -1.28237e-11 6.02e-12 1.41664e-11
830 5.64375e-13 -1.0023e-11 1.00388e-11
831 5.06491e-13 -2.2486e-13 5.54161e-13
832 1.82726e-12 -7.87009e-12 8.07943e-12
833 2.44145e-11 -7.68753e-12 2.55962e-11
834 -2.53023e-12 -6.4764e-12 6.95312e-12
835 1.04894e-11 1.44444e-11 1.78513e-11
836 -5.4416e-11 -1.37091e-10 1.47496e-10
837 -2.79071e-12 3.82707e-12 4.73651e-12
838 6.2059e-12 -1.62478e-11 1.73926e-11
839 1.3068e-11 -9.66229e-13 1.31037e-11
840 -1.04504e-11 4.49942e-12 1.13779e-11
841 3.49089e-12 -6.96842e-13 3.55976e-12
842 6.35062e-12 -6.32056e-12 8.9599e-12
843 -6.68568e-12 1.1666e-11 1.34459e-11
844 4.98142e-12 1.53684e-11 1.61555e-11
845 1.03747e-12 -6.62557e-12 6.7063e-12
846 2.04511e-11 3.63582e-11 4.17153e-11
847 -4.35137e-12 3.25045e-13 4.36349e-12
848 3.95508e-12 6.13355e-12 7.29816e-12
849 9.58548e-11 1.99079e-11 9.79003e-11
850 5.83967e-12 1.4273e-11 1.54214e-11
851 1.93146e-11 -9.3929e-12 2.14774e-11
852 4.50053e-12 7.24004e-12 8.52484e-12
853 -1.64415e-12 -1.90797e-12 2.51864e-12
854 -1.32511e-11 2.16578e-11 2.539e-11
855 6.61221e-13 -1.13053e-11 1.13246e-11
856 1.6614e-11 1.17439e-11 2.03456e-11
857 3.65675e-12 -3.43523e-12 5.01724e-12
858 -2.18181e-12 1.15903e-11 1.17939e-11
859 -2.33542e-12 1.2581e-11 1.27959e-11
860 1.02411e-13 1.00986e-11 1.00992e-11
861 -8.45116e-12 1.8316e-11 2.01718e-11
862 5.71945e-12 -4.61964e-12 7.35209e-12
863 6.89829e-12 3.46863e-12 7.72126e-12
864 8.11498e-12 -1.22003e-12 8.20618e-12
865 -1.77216e-12 -1.35183e-11 1.3634e-11
866 -7.35135e-12 -3.21037e-12 8.02177e-12
867 9.35505e-12 -6.61666e-12 1.14585e-11
868 6.97621e-12 2.37995e-12 7.37101e-12
869 3.43523e-11 -3.35286e-11 4.80026e-11
870 4.8868e-13 2.41557e-12 2.46451e-12
871 9.61553e-12 7.35358e-12 1.21051e-11
872 8.99995e-12 -4.69534e-12 1.01511e-11
873 9.34169e-12 3.13579e-11 3.27198e-11
874 1.746e-11 -5.25415e-12 1.82334e-11
875 4.41482e-12 8.7339e-12 9.7863e-12
876 -5.96657e-13 -7.48938e-12 7.51311e-12
877 -3.5933e-12 1.21202e-11 1.26416e-11
878 -1.7732e-10 3.47308e-12 1.77354e-10
879 3.37623e-12 5.29867e-13 3.41756e-12
880 9.23928e-12 -3.90054e-12 1.00289e-11
881 2.01817e-12 4.85118e-12 5.25423e-12
882 -2.80462e-11 -2.47012e-11 3.7373e-11
883 6.58661e-12 1.0023e-11 1.19935e-11
884 -2.40221e-12 -2.78514e-12 3.678e-12
885 4.31575e-12 7.96582e-12 9.0598e-12
886 1.12652e-11 8.78956e-12 1.42885e-11
887 1.37543e-11 4.21222e-12 1.43848e-11
888 -5.77956e-12 -6.16249e-12 8.44865e-12
889 9.34503e-12 1.40326e-11 1.68595e-11
890 1.16359e-11 8.66044e-12 1.45051e-11
891 -5.37659e-12 1.44823e-11 1.54481e-11
892 6.03559e-12 -1.47895e-11 1.59737e-11
893 1.49476e-11 -1.08912e-11 1.84946e-11
894 1.6063e-11 3.68013e-12 1.64792e-11
895 3.23709e-12 -8.82964e-12 9.40432e-12
896 1.02723e-11 2.88065e-11 3.05833e-11
897 -2.30648e-12 -2.30782e-11 2.31931e-11
898 -6.51425e-12 9.9428e-12 1.18867e-11
899 2.61372e-12 -6.07789e-12 6.61606e-12
900 8.65598e-12 9.66674e-12 1.29758e-11
901 2.35724e-11 3.488e-11 4.20983e-11
902 -7.20664e-12 -3.38714e-11 3.46296e-11
903 6.4764e-12 -1.35317e-11 1.50016e-11
904 2.91694e-11 -1.41439e-11 3.24177e-11
905 9.86488e-12 1.97966e-11 2.21183e-11
906 3.56213e-13 9.02778e-12 9.03481e-12
907 4.8022e-12 9.70681e-13 4.89932e-12
908 1.36007e-11 3.53319e-12 1.40521e-11
909 2.96548e-12 3.36622e-12 4.48614e-12
910 5.5035e-12 9.32834e-13 5.58199e-12
911 6.21147e-12 -5.6727e-12 8.41201e-12
912 6.38735e-12 -6.138e-12 8.85851e-12
913 -1.22382e-11 1.01076e-12 1.22798e-11
914 8.48678e-12 2.64934e-11 2.78195e-11
915 1.54508e-12 -1.0446e-11 1.05596e-11
916 7.0597e-12 -4.45044e-12 8.34541e-12
917 3.49534e-13 -7.99254e-13 8.72342e-13
918 9.1903e-12 -5.18958e-12 1.05543e-11
919 1.97988e-11 -4.23916e-11 4.67872e-11
920 -2.87575e-11 6.78831e-11 7.37232e-11
921 2.01928e-12 7.63632e-13 2.15885e-12
922 1.36741e-11 -1.92133e-12 1.38085e-11
923 1.29662e-11 2.30938e-11 2.64848e-11
924 1.22448e-13 1.15213e-11 1.15219e-11
925 1.13543e-13 1.96852e-11 1.96856e-11
926 8.89643e-12 -9.84262e-12 1.32674e-11
927 2.08363e-11 -5.98438e-12 2.16786e-11
928 -7.42927e-12 1.42263e-11 1.60493e-11
929 4.27901e-12 1.2748e-11 1.3447e-11
930 1.39057e-11 9.38622e-12 1.6777e-11
931 -3.94284e-12 -1.84118e-12 4.35154e-12
932 5.82186e-12 1.80778e-12 6.09608e-12
933 8.29977e-12 -2.31093e-12 8.61549e-12
934 2.35568e-11 1.78107e-13 2.35575e-11
935 1.07977e-11 1.2345e-11 1.64009e-11
936 6.8393e-12 1.32356e-11 1.48982e-11
937 1.01209e-11 -1.00653e-11 1.42738e-11
938 1.49253e-11 1.14656e-12 1.49693e-11
939 -8.07714e-12 -1.9594e-11 2.11935e-11
940 7.18438e-12 1.37164e-11 1.54841e-11
941 1.44712e-11 1.26879e-11 1.92457e-11
942 -7.50274e-13 -2.75375e-11 2.75477e-11
943 6.46305e-12 9.17472e-12 1.12226e-11
944 5.2163e-12 6.63893e-12 8.44305e-12
945 1.33847e-11 -3.20147e-12 1.37623e-11
946 7.8033e-12 1.0938e-11 1.34362e-11
947 -2.80518e-13 -2.10388e-13 3.50647e-13
948 2.04266e-11 1.55443e-11 2.56685e-11
949 1.43732e-11 -2.2329e-11 2.65551e-11
950 -1.31131e-12 -1.41784e-11 1.42389e-11
951 6.8905e-12 1.98711e-11 2.10319e-11
952 8.5135e-12 1.5807e-13 8.51497e-12
953 -1.83071e-11 2.04823e-12 1.84214e-11
954 -3.03004e-12 1.90351e-12 3.57834e-12
955 6.57881e-12 -4.73764e-12 8.10716e-12
956 2.07784e-11 -1.1755e-12 2.08116e-11
957 -5.24079e-12 -3.44859e-12 6.27365e-12
958 1.17395e-11 -3.62313e-11 3.80858e-11
959 1.43665e-11 1.62834e-11 2.17151e-11
960 1.86923e-11 -7.81443e-13 1.87086e-11
961 3.86714e-12 -2.58589e-12 4.65205e-12
962 -9.0968e-12 4.29838e-11 4.39359e-11
963 1.02434e-11 -3.80703e-12 1.09279e-11
964 -3.30388e-12 -6.50757e-12 7.29823e-12
965 -1.26678e-12 -1.14378e-11 1.15077e-11
966 2.4926e-11 3.42032e-11 4.23221e-11
967 1.83561e-11 1.29472e-11 2.24628e-11
968 -1.50055e-12 -8.45895e-12 8.59101e-12
969 3.18677e-11 -4.49541e-11 5.51038e-11
970 2.37973e-11 1.27458e-11 2.69956e-11
971 -1.26901e-11 8.23075e-12 1.51256e-11
972 4.38588e-12 1.93134e-12 4.79229e-12
973 -1.05484e-11 4.03256e-11 4.16824e-11
974 1.77105e-11 1.13654e-11 2.10436e-11
975 -2.18181e-13 7.21332e-13 7.53606e-13
976 6.90163e-14 2.10834e-12 2.10947e-12
977 2.60748e-11 -4.17104e-12 2.64063e-11
978 6.83039e-11 4.46513e-11 8.16037e-11
979 4.8868e-12 8.72723e-13 4.96412e-12
980 5.06491e-12 3.9317e-12 6.41183e-12
981 1.38478e-11 -2.09565e-11 2.51184e-11
982 3.07635e-11 -3.8431e-11 4.92273e-11
983 -1.1332e-12 -3.42187e-12 3.60463e-12
984 9.48418e-12 -1.24897e-12 9.56606e-12
985 1.51101e-11 2.17624e-11 2.64937e-11
986 -1.52882e-11 1.17773e-11 1.92986e-11
987 1.31554e-11 7.41369e-13 1.31763e-11
988 1.80711e-11 -6.10461e-12 1.90744e-11
989 3.04206e-11 1.18975e-11 3.26644e-11
990 -6.14468e-13 4.00406e-12 4.05093e-12
991 1.45624e-11 -3.94172e-12 1.50865e-11
992 2.37728e-11 -2.49238e-12 2.39031e-11
993 -5.84412e-12 1.09313e-12 5.94548e-12
994 5.77066e-12 7.86563e-12 9.75544e-12
995 1.39302e-11 8.46563e-12 1.63008e-11
996 3.13846e-11 4.18562e-11 5.23157e-11
997 -8.9276e-12 -1.52281e-12 9.05654e-12
998 -1.78218e-11 2.07995e-11 2.73904e-11
999 1.31443e-11 1.20111e-12 1.3199e-11
1000 2.65089e-11 -2.03064e-11 3.33927e-11
1001 -6.21592e-12 1.92133e-12 6.50609e-12
1002 2.89735e-11 -2.62752e-11 3.91133e-11
1003 3.26225e-11 2.41095e-11 4.05647e-11
1004 -2.34633e-11 3.03783e-11 3.83845e-11
1005 1.32578e-11 -8.6571e-12 1.5834e-11
1006 2.05112e-11 -4.5651e-12 2.10131e-11
1007 4.71337e-11 4.32131e-12 4.73314e-11
1008 -9.69345e-12 9.39624e-12 1.35001e-11
1009 1.58203e-11 7.27566e-12 1.74132e-11
1010 2.91605e-11 7.60738e-12 3.01365e-11
1011 5.99173e-11 -1.66975e-11 6.22004e-11
1012 -7.19328e-12 9.65783e-12 1.20423e-11
1013 1.53773e-11 8.88808e-12 1.77612e-11
1014 6.7331e-11 1.22738e-11 6.84405e-11
1015 -1.24318e-11 -9.67119e-12 1.57506e-11
1016 -8.12389e-12 1.34582e-12 8.23461e-12
1017 3.5441e-11 6.28939e-12 3.59947e-11
1018 6.18965e-11 2.99609e-12 6.1969e-11
1019 3.24956e-11 -7.04534e-11 7.75864e-11
1020 1.97053e-11 1.06502e-11 2.23992e-11
1021 4.50588e-11 7.14653e-12 4.5622e-11
1022 1.20204e-10 -3.80703e-13 1.20205e-10
1023 4.78996e-11 -5.45307e-11 7.25807e-11
